CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/18/2023,19:40,,,40.67767,-73.80334,"(40.67767, -73.80334)",VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,4688916,Sedan,Sedan,,,
12/18/2023,20:05,,,,,,,,6327      BROADWAY,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4688771,Pick-up Truck,Taxi,,,
12/21/2023,16:54,,,40.7578,-73.92326,"(40.7578, -73.92326)",34 AVENUE,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4689411,Sedan,Sedan,,,
12/14/2023,10:04,BROOKLYN,11210,40.63169,-73.95266,"(40.63169, -73.95266)",,,2900      BEDFORD AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4689065,Sedan,Moped,,,
12/19/2023,17:00,,,,,,BROOKLYN BRIDGE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Lane Marking Improper/Inadequate,Following Too Closely,,,4688615,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/19/2023,14:00,BROOKLYN,11201,40.693703,-73.98474,"(40.693703, -73.98474)",,,15        METROTECH CENTER,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4689134,Sedan,Sedan,,,
12/19/2023,20:23,BROOKLYN,11226,40.650387,-73.95872,"(40.650387, -73.95872)",CHURCH AVENUE,FLATBUSH AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4688794,Sedan,,,,
7/23/2023,14:35,MANHATTAN,10001,40.75458,-73.99915,"(40.75458, -73.99915)",10 AVENUE,WEST 34 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4648396,Sedan,Bike,,,
7/13/2023,11:30,,,40.75123,-73.9366,"(40.75123, -73.9366)",29 STREET,41 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4648408,Sedan,,,,
7/18/2023,22:30,MANHATTAN,10033,40.851696,-73.932,"(40.851696, -73.932)",WEST 185 STREET,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4648440,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
12/22/2023,20:57,BROOKLYN,11234,40.615433,-73.91388,"(40.615433, -73.91388)",MILL AVENUE,AVENUE U,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4689750,Sedan,,,,
12/20/2023,6:50,BRONX,10467,40.884045,-73.87768,"(40.884045, -73.87768)",,,3593      BAINBRIDGE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4688869,Sedan,,,,
12/21/2023,14:55,QUEENS,11435,40.709026,-73.81333,"(40.709026, -73.81333)",143 STREET,85 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4689178,Station Wagon/Sport Utility Vehicle,,,,
12/20/2023,7:40,MANHATTAN,10000,40.781506,-73.962685,"(40.781506, -73.962685)",,,26        TRANSVERSE ROAD NUMBER THREE,1,0,0,0,1,0,0,0,Pavement Slippery,,,,,4689488,Bike,,,,
12/21/2023,12:47,BROOKLYN,11220,40.643944,-74.00234,"(40.643944, -74.00234)",,,759       46 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4689378,Motorbike,,,,
11/27/2023,9:35,QUEENS,11367,40.721947,-73.814445,"(40.721947, -73.814445)",150 STREET,77 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4689510,Sedan,Sedan,,,
12/22/2023,20:10,BRONX,10466,,,,,,4169      HILL AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,4689724,Sedan,Sedan,,,
12/9/2023,4:30,,,40.85638,-73.82631,"(40.85638, -73.82631)",BRUCKNER EXPRESSWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,4689336,Sedan,,,,
12/21/2023,7:57,BROOKLYN,11211,40.714066,-73.95163,"(40.714066, -73.95163)",METROPOLITAN AVENUE,UNION AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4689269,,,,,
12/12/2023,21:13,BROOKLYN,11203,40.654316,-73.922165,"(40.654316, -73.922165)",LINDEN BOULEVARD,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4689600,Sedan,Tractor Truck Gasoline,,,
12/21/2023,15:44,BRONX,10467,40.859154,-73.86753,"(40.859154, -73.86753)",,,2255      WHITE PLAINS ROAD,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,,,,,4689253,Sedan,,,,
12/22/2023,19:11,BRONX,10467,40.869694,-73.86723,"(40.869694, -73.86723)",ADEE AVENUE,WHITE PLAINS ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4689434,Taxi,Motorcycle,,,
12/22/2023,19:09,QUEENS,11691,40.607655,-73.7543,"(40.607655, -73.7543)",,,13-85     BEACH CHANNEL DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4689480,Sedan,Sedan,Sedan,,
12/20/2023,16:00,BROOKLYN,11220,40.64327,-74.00273,"(40.64327, -74.00273)",,,771       47 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4689787,Station Wagon/Sport Utility Vehicle,,,,
12/21/2023,8:25,QUEENS,11367,40.73524,-73.82394,"(40.73524, -73.82394)",,,144-26    GRAVETT ROAD,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4689355,Sedan,Sedan,,,
12/20/2023,4:20,,,40.69245,-73.811005,"(40.69245, -73.811005)",VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4689219,Tractor Truck Diesel,Pick-up Truck,,,
12/20/2023,8:50,,,40.736435,-73.836586,"(40.736435, -73.836586)",VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4688961,Bus,,,,
7/22/2023,13:45,,,,,,WESTCHESTER AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4648568,Sedan,Station Wagon/Sport Utility Vehicle,,,
7/20/2023,22:00,STATEN ISLAND,10305,40.601273,-74.075165,"(40.601273, -74.075165)",POUCH TERRACE,PIEDMONT AVENUE,,0,0,0,0,0,0,0,0,,,,,,4648628,,,,,
7/18/2023,23:49,MANHATTAN,10013,40.71683,-73.99682,"(40.71683, -73.99682)",,,41        ELIZABETH STREET,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4648645,Sedan,Bike,,,
7/23/2023,12:00,QUEENS,11413,40.672142,-73.7612,"(40.672142, -73.7612)",140 AVENUE,183 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4648453,Station Wagon/Sport Utility Vehicle,Bus,,,
7/23/2023,19:40,QUEENS,11426,40.750816,-73.7236,"(40.750816, -73.7236)",,,251-47    71 ROAD,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Unspecified,,,4647838,Sedan,Sedan,Sedan,,
12/15/2023,22:55,QUEENS,11423,40.715973,-73.77111,"(40.715973, -73.77111)",191 STREET,HILLSIDE AVENUE,,1,0,0,0,0,0,1,0,Passing Too Closely,Unsafe Speed,,,,4687543,Sedan,Box Truck,,,
7/10/2023,9:00,QUEENS,11101,40.745068,-73.936356,"(40.745068, -73.936356)",30 PLACE,THOMSON AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4644889,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
7/12/2023,22:42,,,40.691456,-73.98735,"(40.691456, -73.98735)",JAY STREET,,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4646595,Sedan,Bike,,,
7/23/2023,21:00,QUEENS,11420,40.681274,-73.81162,"(40.681274, -73.81162)",130 STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4647928,Sedan,Pick-up Truck,,,
7/23/2023,20:38,MANHATTAN,10031,40.8188,-73.956024,"(40.8188, -73.956024)",WEST 133 STREET,BROADWAY,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4648385,Sedan,,,,
7/23/2023,15:00,QUEENS,11421,40.69508,-73.85888,"(40.69508, -73.85888)",,,85-05     86 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4648137,Sedan,,,,
7/23/2023,17:20,BROOKLYN,11210,40.632317,-73.94711,"(40.632317, -73.94711)",,,1579      FLATBUSH AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4648574,Taxi,,,,
7/23/2023,10:50,,,40.677715,-73.93587,"(40.677715, -73.93587)",TROY AVENUE,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4648530,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/15/2023,3:27,BRONX,10470,40.8995,-73.857,"(40.8995, -73.857)",NEREID AVENUE,CARPENTER AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4689754,Sedan,Sedan,,,
7/23/2023,1:00,,,40.691765,-73.99992,"(40.691765, -73.99992)",ATLANTIC AVENUE,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4647540,Taxi,Station Wagon/Sport Utility Vehicle,,,
7/23/2023,19:00,BROOKLYN,11226,40.64909,-73.94939,"(40.64909, -73.94939)",,,1525      NOSTRAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4648031,Sedan,Sedan,,,
7/18/2023,0:10,MANHATTAN,10033,40.848343,-73.931404,"(40.848343, -73.931404)",,,511       WEST 181 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4648436,Sedan,E-Bike,,,
7/23/2023,16:08,,,,,,MAJOR DEEGAN EXPRESSWAY RAMP,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4648185,Sedan,Sedan,,,
7/20/2023,18:32,BROOKLYN,11226,40.65067,-73.95248,"(40.65067, -73.95248)",ROGERS AVENUE,CHURCH AVENUE,,1,0,1,0,0,0,0,0,,,,,,4648496,,,,,
12/21/2023,19:42,QUEENS,11104,40.74743,-73.925476,"(40.74743, -73.925476)",39 STREET,SKILLMAN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4689348,Pick-up Truck,Pick-up Truck,,,
12/21/2023,11:23,BRONX,10469,40.86778,-73.83482,"(40.86778, -73.83482)",BARTOW AVENUE,ELY AVENUE,,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,4689165,,,,,
12/20/2023,18:40,BROOKLYN,11201,40.68984,-73.97863,"(40.68984, -73.97863)",ASHLAND PLACE,DE KALB AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,4689114,Tractor Truck Diesel,,,,
12/21/2023,0:05,BRONX,10463,40.87512,-73.91042,"(40.87512, -73.91042)",,,82        WEST 225 STREET,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4689276,Sedan,Sedan,,,
12/21/2023,14:30,QUEENS,11361,40.757576,-73.76798,"(40.757576, -73.76798)",46 ROAD,BELL BOULEVARD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4689162,Sedan,,,,
7/22/2023,20:12,BRONX,10467,40.861404,-73.87059,"(40.861404, -73.87059)",BRONX PARK EAST,WARING AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unsafe Speed,,,,4648612,Sedan,E-BIKE,,,
11/18/2023,18:16,BROOKLYN,11233,40.680477,-73.92229,"(40.680477, -73.92229)",RALPH AVENUE,MARION STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4689581,Bike,Sedan,,,
12/22/2023,22:34,,,40.80562,-73.97069,"(40.80562, -73.97069)",HENRY HUDSON PARKWAY,,,3,0,0,0,0,0,3,0,Unsafe Lane Changing,Unspecified,,,,4689796,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/22/2023,21:13,MANHATTAN,10009,40.730877,-73.9829,"(40.730877, -73.9829)",,,222       1 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4689818,Sedan,Bus,,,
7/3/2023,17:05,MANHATTAN,10033,40.848118,-73.93089,"(40.848118, -73.93089)",WEST 181 STREET,AMSTERDAM AVENUE,,1,0,0,0,0,0,1,0,View Obstructed/Limited,View Obstructed/Limited,,,,4648680,Moped,,,,
7/23/2023,8:00,QUEENS,11434,40.66705,-73.77417,"(40.66705, -73.77417)",SOUTH CONDUIT AVENUE,176 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,,,4647592,Station Wagon/Sport Utility Vehicle,,,,
12/17/2023,17:25,,,40.636066,-74.13613,"(40.636066, -74.13613)",CASTLETON AVENUE,FABER STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4689486,Sedan,Sedan,,,
7/23/2023,13:50,MANHATTAN,10023,40.7736,-73.98158,"(40.7736, -73.98158)",WEST 66 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4648198,Station Wagon/Sport Utility Vehicle,Sedan,,,
7/23/2023,20:55,BROOKLYN,11221,40.68789,-73.936035,"(40.68789, -73.936035)",GATES AVENUE,LEWIS AVENUE,,1,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,,,,4648602,Sedan,E-Bike,,,
7/23/2023,20:40,BROOKLYN,11237,40.702045,-73.9156,"(40.702045, -73.9156)",GREENE AVENUE,WYCKOFF AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4648476,Sedan,Sedan,,,
7/23/2023,1:35,,,,,,92 STREET,BROOKLYN QNS EXPRESSWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4647658,Sedan,Sedan,,,
7/23/2023,9:25,,,,,,CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4647886,Station Wagon/Sport Utility Vehicle,,,,
7/22/2023,7:30,STATEN ISLAND,10301,40.616413,-74.103516,"(40.616413, -74.103516)",VICTORY BOULEVARD,CLOVE ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4648452,Sedan,Station Wagon/Sport Utility Vehicle,,,
7/23/2023,16:46,,,40.853474,-73.906456,"(40.853474, -73.906456)",WALTON AVENUE,,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4648170,Sedan,E-Bike,,,
7/23/2023,5:27,BROOKLYN,11236,40.63874,-73.89085,"(40.63874, -73.89085)",,,10018     AVENUE M,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4648242,Sedan,,,,
