year,ct2010,bbl,year_built,BldgClass,NumFloors,canopy_change_class,UnitsRes,ground_elevation,height_roof,weather_normalized_site_eui,tree_count,commercial_floor_flag,year_built_bracket,log_eui,sqrt_eui,log_tree_count,sqrt_tree_count
2010,21502,2028670060,1927,D1,6.0,Gain,71.0,114.0,71.03,112.8,26,0,Pre-1950,4.73444252169223,10.620734437881403,3.295836866004329,5.0990195135927845
2010,21502,2028670094,1949,D1,6.0,No Change,79.0,111.0,64.93,117.4,23,0,Pre-1950,4.774068722449905,10.83512805646523,3.1780538303479458,4.795831523312719
2010,21502,2028760106,1925,D1,6.0,Gain,62.0,129.0,69.55473287,89.09999999999998,29,0,Pre-1950,4.500920164614292,9.439279633531363,3.4011973816621555,5.385164807134504
2010,21502,2028760194,1925,D7,5.0,Gain,48.0,117.0,62.94,77.0,13,1,Pre-1950,4.356708826689592,8.774964387392123,2.6390573296152584,3.605551275463989
2010,21502,2028760219,1927,C1,5.0,No Change,58.0,112.0,55.91,104.7,8,0,Pre-1950,4.660604892876192,10.232301793829187,2.1972245773362196,2.8284271247461903
2010,21600,1018200061,1904,D4,6.0,No Change,36.0,30.0,74.3239672,40.0,18,0,Pre-1950,3.713572066704308,6.324555320336759,2.9444389791664403,4.242640687119285
2010,21600,1018260008,1915,D1,6.0,No Change,91.0,37.0,73.65492246,117.0,36,0,Pre-1950,4.770684624465665,10.816653826391969,3.6109179126442243,6.0
2010,21600,1018260036,1920,D1,6.0,No Change,48.0,27.0,77.55,92.40000000000002,17,0,Pre-1950,4.536891345234797,9.612491872558333,2.8903717578961645,4.123105625617661
2010,21601,2039220039,1931,D1,6.0,No Change,72.0,43.0,62.04,109.5,17,0,Pre-1950,4.705015520957808,10.464224768228174,2.8903717578961645,4.123105625617661
2010,21601,2039250018,1930,D1,6.0,No Change,120.0,45.0,66.46,57.6,13,0,Pre-1950,4.070734696582967,7.58946638440411,2.6390573296152584,3.605551275463989
2010,21601,2039250025,1930,D1,6.0,No Change,55.0,43.0,64.57,106.8,22,0,Pre-1950,4.680277658474897,10.334408546211051,3.1354942159291497,4.69041575982343
2010,21602,2039360001,1929,D1,6.0,No Change,61.0,24.0,63.05,111.8,8,0,Pre-1950,4.725616339063959,10.573551910309043,2.1972245773362196,2.8284271247461903
2010,21700,2028650166,1941,D1,6.0,No Change,67.0,88.0,69.99,111.8,14,0,Pre-1950,4.725616339063959,10.573551910309043,2.70805020110221,3.7416573867739413
2010,21900,2028570077,1927,C1,5.0,Gain,53.0,40.0,56.05626186,102.9,6,0,Pre-1950,4.6434288981051814,10.143963722332607,1.9459101490553132,2.449489742783178
2010,22000,1019250036,1940,D1,6.0,Gain,45.0,28.0,90.76,60.4,23,0,Pre-1950,4.117409835153096,7.771743691090179,3.1780538303479458,4.795831523312719
2010,22101,2024810028,1926,C1,5.0,Gain,68.0,62.0,64.65,89.5,12,0,Pre-1950,4.505349850705881,9.460443964212251,2.5649493574615367,3.4641016151377544
2010,22102,2028390068,1939,D1,6.0,No Change,58.0,100.0,93.84,28.9,9,0,Pre-1950,3.3978584803966405,5.375872022286245,2.302585092994046,3.0
2010,22300,2028430024,1923,C1,5.0,Gain,58.0,62.0,58.5844332,123.09999999999998,14,0,Pre-1950,4.821087692210561,11.095043938624126,2.70805020110221,3.7416573867739413
2010,22300,2028430085,1924,C7,5.0,Gain,74.0,88.0,65.69,97.9,16,1,Pre-1950,4.594109238628667,9.894442884771228,2.833213344056216,4.0
2010,22300,2028440021,1927,D1,6.0,Gain,106.0,56.0,75.09,101.5,19,0,Pre-1950,4.629862798578463,10.074720839804943,2.995732273553991,4.358898943540674
2010,22300,2028440033,1926,D1,6.0,Gain,54.0,63.0,65.86355999,93.6,17,0,Pre-1950,4.549657476057832,9.674709297958259,2.8903717578961645,4.123105625617661
2010,22300,2028440038,1924,C1,5.0,No Change,59.0,70.0,61.69,116.90000000000002,20,0,Pre-1950,4.769836807543325,10.812030336620408,3.044522437723423,4.47213595499958
2010,22300,2028440058,1935,D1,6.0,No Change,68.0,81.0,80.27,93.3,18,0,Pre-1950,4.546481189639412,9.6591925128346,2.9444389791664403,4.242640687119285
2010,22300,2028440083,1928,D1,6.0,No Change,79.0,90.0,71.62,103.0,21,0,Pre-1950,4.6443908991413725,10.14889156509222,3.091042453358316,4.58257569495584
2010,22300,2028440095,1929,D1,6.0,No Change,73.0,99.0,74.25,86.6,18,0,Pre-1950,4.472780997942346,9.305912099305473,2.9444389791664403,4.242640687119285
2010,22301,1020020069,1905,D1,6.0,No Change,39.0,69.0,71.9,118.3,21,0,Pre-1950,4.78164132910387,10.876580344942981,3.091042453358316,4.58257569495584
2010,22301,1020860011,1920,D1,6.0,No Change,39.0,59.0,77.55,183.3,25,0,Pre-1950,5.216564864675778,13.538833036861043,3.258096538021482,5.0
2010,22301,1020860029,1907,D7,6.0,Gain,37.0,93.0,67.95,118.8,22,1,Pre-1950,4.785823685681349,10.89954127475097,3.1354942159291497,4.69041575982343
2010,22401,2042860004,1928,D1,6.0,No Change,104.0,55.0,15.61,87.2,1,0,Pre-1950,4.4796069630127455,9.338094023943002,0.6931471805599453,1.0
2010,22401,2043170006,1938,D4,6.0,No Change,61.0,51.0,68.78,103.1,12,0,Pre-1950,4.645351975620923,10.153817016275209,2.5649493574615367,3.4641016151377544
2010,22401,2043170085,1931,D1,6.0,No Change,72.0,51.0,68.58,101.0,8,0,Pre-1950,4.624972813284271,10.04987562112089,2.1972245773362196,2.8284271247461903
2010,22403,2043190001,1930,D7,6.0,No Change,81.0,72.0,66.15,111.4,16,1,Pre-1950,4.722063937459591,10.554619841567009,2.833213344056216,4.0
2010,22403,2043190025,1930,D1,6.0,No Change,88.0,77.0,68.45,94.0,21,0,Pre-1950,4.553876891600541,9.695359714832659,3.091042453358316,4.58257569495584
2010,22403,2043190040,1930,D4,6.0,No Change,73.0,75.0,69.3,83.4,11,0,Pre-1950,4.4355674016019115,9.132360045464699,2.4849066497880004,3.3166247903554
2010,22403,2043190045,1930,D1,6.0,No Change,73.0,76.0,68.59,97.3,12,0,Pre-1950,4.5880240271531205,9.864076236526156,2.5649493574615367,3.4641016151377544
2010,22403,2043200050,1931,D1,6.0,No Change,72.0,72.0,69.38,74.2,9,0,Pre-1950,4.320151230955794,8.613942186943213,2.302585092994046,3.0
2010,22404,2042840001,1935,D1,6.0,No Change,73.0,56.0,66.85,102.3,24,0,Pre-1950,4.637637376125593,10.114346246792227,3.2188758248682006,4.898979485566356
2010,22404,2042850016,1928,D1,6.0,Gain,172.0,66.0,69.3,84.3,35,0,Pre-1950,4.446174454497633,9.181503144910424,3.58351893845611,5.916079783099616
2010,22404,2042870055,1939,D1,6.0,No Change,42.0,61.0,64.96,70.3,10,0,Pre-1950,4.26689632742025,8.384509526501834,2.3978952727983707,3.1622776601683795
2010,22404,2042890020,1933,D4,6.0,No Change,202.0,64.0,68.89,101.8,25,0,Pre-1950,4.632785353021065,10.08959860450355,3.258096538021482,5.0
2010,22404,2042890035,1932,D4,6.0,No Change,59.0,74.0,68.87,79.6,14,0,Pre-1950,4.389498649512583,8.921883209278185,2.70805020110221,3.7416573867739413
2010,22404,2042890050,1932,D4,6.0,No Change,58.0,80.0,71.31,87.09999999999998,14,0,Pre-1950,4.478472532942134,9.332738076256076,2.70805020110221,3.7416573867739413
2010,22404,2042910001,1930,D4,6.0,No Change,190.0,80.0,69.63,134.6,18,0,Pre-1950,4.909709375506295,11.60172400981854,2.9444389791664403,4.242640687119285
2010,22500,1020870015,1909,D1,6.0,No Change,56.0,52.0,73.99,134.3,10,0,Pre-1950,4.907494535176743,11.588787684654509,2.3978952727983707,3.1622776601683795
2010,22500,2027860002,1941,D7,6.0,Gain,62.0,66.0,67.39,104.5,13,1,Pre-1950,4.658710952916121,10.222524150130436,2.6390573296152584,3.605551275463989
2010,22500,2027860030,1941,D7,6.0,Gain,70.0,73.0,67.18,108.5,15,1,Pre-1950,4.695924549256556,10.41633332799983,2.772588722239781,3.872983346207417
2010,22500,2028190005,1928,D1,6.0,Loss,72.0,83.0,81.01,97.3,15,0,Pre-1950,4.5880240271531205,9.864076236526156,2.772588722239781,3.872983346207417
2010,22500,2028210052,1928,D4,6.0,No Change,68.0,85.0,65.96,61.9,19,0,Pre-1950,4.141546163706395,7.867655305108378,2.995732273553991,4.358898943540674
2010,22500,2028210061,1940,D7,6.0,No Change,54.0,89.0,66.52,116.8,9,1,Pre-1950,4.768988271217486,10.807404868885037,2.302585092994046,3.0
2010,22700,1020580047,1912,D1,6.0,No Change,37.0,119.0,68.4,76.3,24,0,Pre-1950,4.3476939555933765,8.734987120768983,3.2188758248682006,4.898979485566356
2010,22701,2028220012,1954,D1,6.0,No Change,75.0,77.0,90.19,89.0,14,0,1950-1980,4.499809670330265,9.433981132056603,2.70805020110221,3.7416573867739413
2010,22701,2028260027,1935,D7,6.0,No Change,72.0,83.0,74.74,34.4,23,1,Pre-1950,3.5667118201397288,5.865151319446072,3.1780538303479458,4.795831523312719
2010,22702,2028380004,1926,C1,5.0,No Change,50.0,72.0,63.64000000000001,103.8,13,0,Pre-1950,4.6520537718869415,10.188228501560022,2.6390573296152584,3.605551275463989
2010,22702,2028380012,1938,D7,6.0,Gain,78.0,76.0,86.54,124.8,15,1,Pre-1950,4.8346933442663405,11.171392035015153,2.772588722239781,3.872983346207417
2010,22702,2028470063,1926,D1,6.0,No Change,71.0,60.0,73.41,145.6,12,0,Pre-1950,4.987707789452551,12.066482503198685,2.5649493574615367,3.4641016151377544
2010,22703,2028230036,1923,C1,5.0,Gain,79.0,76.0,80.05,127.0,13,0,Pre-1950,4.852030263919617,11.269427669584644,2.6390573296152584,3.605551275463989
2010,22800,1019210001,1928,C1,5.0,No Change,88.0,30.0,60.54999999999999,92.40000000000002,21,0,Pre-1950,4.536891345234797,9.612491872558333,3.091042453358316,4.58257569495584
2010,22800,2042930010,1951,D4,6.0,No Change,96.0,66.0,68.84,76.4,15,0,1950-1980,4.3489867805956814,8.740709353364863,2.772588722239781,3.872983346207417
2010,22800,2043210050,1931,D1,6.0,Loss,72.0,68.0,66.71,58.2,13,0,Pre-1950,4.0809215418899605,7.628892449104261,2.6390573296152584,3.605551275463989
2010,22800,2043210058,1931,D1,6.0,No Change,72.0,67.0,65.94,113.4,10,0,Pre-1950,4.739701078945697,10.648943609579309,2.3978952727983707,3.1622776601683795
2010,22800,2043220051,1959,D4,6.0,No Change,62.0,64.0,65.71,104.09999999999998,11,0,1950-1980,4.6549122778829055,10.202940752547766,2.4849066497880004,3.3166247903554
2010,22900,1020900040,1924,D1,6.0,No Change,68.0,80.0,72.7,120.5,16,0,Pre-1950,4.799914262780603,10.977249200050075,2.833213344056216,4.0
2010,22900,1020910017,1926,D1,6.0,Gain,59.0,75.0,63.32,24.699999999999996,19,0,Pre-1950,3.2464909919011737,4.969909455915671,2.995732273553991,4.358898943540674
2010,22900,1020910038,1928,D1,6.0,No Change,86.0,85.0,73.27,149.0,10,0,Pre-1950,5.0106352940962555,12.206555615733702,2.3978952727983707,3.1622776601683795
2010,22901,2028000019,1936,D1,6.0,Loss,67.0,113.0,69.78,136.9,18,0,Pre-1950,4.926528784799256,11.700427342623003,2.9444389791664403,4.242640687119285
2010,23000,1020080006,1927,C4,5.0,No Change,133.0,28.0,69.06,84.3,18,0,Pre-1950,4.446174454497633,9.181503144910424,2.9444389791664403,4.242640687119285
2010,23000,1020100006,1910,D1,6.0,Gain,48.0,28.0,66.65,115.8,12,0,Pre-1950,4.760463070394127,10.761040841851685,2.5649493574615367,3.4641016151377544
2010,23000,1020100050,1998,D1,6.0,No Change,66.0,23.0,56.71,115.9,14,0,Post-1980,4.761318868478023,10.765686229869418,2.70805020110221,3.7416573867739413
2010,23100,1020530033,1930,D1,6.0,No Change,118.0,84.0,66.88,161.2,13,0,Pre-1950,5.088830141681313,12.696456198483101,2.6390573296152584,3.605551275463989
2010,23100,1020530114,1905,D1,6.0,No Change,56.0,89.0,77.12462878,59.1,25,0,Pre-1950,4.096009841541162,7.687652437513028,3.258096538021482,5.0
2010,23100,1020610060,1920,D1,6.0,Gain,49.0,116.0,68.16,105.8,13,0,Pre-1950,4.6709579265260945,10.285912696499032,2.6390573296152584,3.605551275463989
2010,23200,1020300010,1921,C7,6.0,No Change,83.0,22.0,63.89000000000001,102.09999999999998,24,1,Pre-1950,4.635699391022914,10.104454463255301,3.2188758248682006,4.898979485566356
2010,23300,1020950046,1924,D1,6.0,No Change,47.0,81.0,71.99,134.4,26,0,Pre-1950,4.9082333604781745,11.593101396951552,3.295836866004329,5.0990195135927845
2010,23300,1020960026,1920,D7,6.0,No Change,46.0,103.0,73.59,38.9,25,1,Pre-1950,3.686376323895818,6.23698645180507,3.258096538021482,5.0
2010,23301,2028050041,1941,D1,6.0,No Change,55.0,87.0,63.74,101.09999999999998,10,0,Pre-1950,4.625952725170619,10.054849576199535,2.3978952727983707,3.1622776601683795
2010,23301,2028270060,1941,D1,6.0,No Change,62.0,73.0,66.89,110.9,6,0,Pre-1950,4.71760561531788,10.530906893520616,1.9459101490553132,2.449489742783178
2010,23302,2028020046,1939,D1,6.0,No Change,54.0,111.0,62.72130404,107.6,8,0,Pre-1950,4.687671407499835,10.373041983911952,2.1972245773362196,2.8284271247461903
2010,23501,1020540056,1922,C1,5.0,No Change,66.0,99.0,61.90647770500001,62.4,20,0,Pre-1950,4.14946386144318,7.899367063252599,3.044522437723423,4.47213595499958
2010,23501,1020540082,1931,D1,6.0,No Change,85.0,103.0,71.0,102.09999999999998,14,0,Pre-1950,4.635699391022914,10.104454463255301,2.70805020110221,3.7416573867739413
2010,23501,2031610010,1927,D1,6.0,No Change,65.0,110.0,63.95834248999999,86.4,13,0,Pre-1950,4.470495282661489,9.2951600308978,2.6390573296152584,3.605551275463989
2010,23502,1020460063,1910,C7,5.0,No Change,67.0,12.0,72.4811178,120.5,21,1,Pre-1950,4.799914262780603,10.977249200050075,3.091042453358316,4.58257569495584
2010,23700,1020970040,1914,D7,6.0,No Change,64.0,100.0,71.58,80.6,16,1,Pre-1950,4.401829261970061,8.977750274985375,2.833213344056216,4.0
2010,23703,2031720016,1926,D1,6.0,No Change,60.0,134.0,67.16,95.7,10,0,Pre-1950,4.571613402459248,9.78263768111648,2.3978952727983707,3.1622776601683795
2010,23703,2031730054,1925,C1,6.0,Loss,73.0,132.0,63.07,128.2,12,0,Pre-1950,4.861361591348501,11.322543883774529,2.5649493574615367,3.4641016151377544
2010,23704,2031620029,1940,D7,6.0,No Change,55.0,125.0,62.438656630000004,75.0,14,1,Pre-1950,4.330733340286331,8.660254037844387,2.70805020110221,3.7416573867739413
2010,23704,2031630030,1936,D7,6.0,Gain,68.0,130.0,64.03,118.2,12,1,Pre-1950,4.7808027546312495,10.871982339941507,2.5649493574615367,3.4641016151377544
2010,23900,1021070072,1915,D1,6.0,No Change,65.0,146.0,69.39598648,110.7,14,0,Pre-1950,4.715816706075155,10.52140675005011,2.70805020110221,3.7416573867739413
2010,23900,2031830013,1950,D1,6.0,No Change,60.0,120.0,64.96163049,85.1,15,0,1950-1980,4.455509411433685,9.22496612459905,2.772588722239781,3.872983346207417
2010,23900,2031830058,1939,D1,6.0,Loss,48.0,134.0,65.66,94.8,11,0,Pre-1950,4.562262684976814,9.736529155710468,2.4849066497880004,3.3166247903554
2010,24100,1021140010,1911,D1,6.0,No Change,54.0,115.0,77.75,113.3,10,0,Pre-1950,4.738826570800765,10.644247272588137,2.3978952727983707,3.1622776601683795
2010,24100,1021140052,1922,D1,6.0,No Change,54.0,134.0,76.07,94.4,8,0,Pre-1950,4.558078578454241,9.715966241192895,2.1972245773362196,2.8284271247461903
2010,24100,2028290001,1927,D1,6.0,No Change,70.0,54.0,67.98,121.8,17,0,Pre-1950,4.810557015713042,11.036303729057115,2.8903717578961645,4.123105625617661
2010,24300,2028690070,1925,D1,6.0,Gain,60.0,100.0,74.05,99.7,15,0,Pre-1950,4.612145799724517,9.984988733093292,2.772588722239781,3.872983346207417
2010,24300,2028690087,1926,D1,6.0,No Change,54.0,86.0,84.47,94.09999999999998,4,0,Pre-1950,4.554928969551344,9.70051545022222,1.6094379124341003,2.0
2010,24500,1021090046,1923,C7,6.0,Gain,63.0,164.0,64.92774811,158.5,12,1,Pre-1950,5.072043922224899,12.589678312014172,2.5649493574615367,3.4641016151377544
2010,24500,1021170061,1911,D1,6.0,No Change,36.0,121.0,65.01874231,115.3,12,0,Pre-1950,4.7561730595246186,10.737783756436894,2.5649493574615367,3.4641016151377544
2010,24500,1021190036,1983,D3,6.0,No Change,110.0,161.0,57.54702689,98.9,16,0,Post-1980,4.604169685654508,9.944847912361455,2.833213344056216,4.0
2010,24500,1021220105,1910,D1,6.0,Gain,54.0,158.0,70.83254462,26.5,14,0,Pre-1950,3.3141860046725258,5.1478150704935,2.70805020110221,3.7416573867739413
2010,24500,1021220110,1910,D1,6.0,No Change,54.0,157.0,71.83254462,122.2,14,0,Pre-1950,4.81380905109942,11.054410884348384,2.70805020110221,3.7416573867739413
2010,24500,1021370040,1920,D5,6.0,Gain,75.0,144.0,65.74,110.3,21,0,Pre-1950,4.712229258281499,10.502380682492898,3.091042453358316,4.58257569495584
2010,24500,1021370091,1930,D1,6.0,Gain,65.0,147.0,80.83,100.6,20,0,Pre-1950,4.6210435351443815,10.029955134495866,3.044522437723423,4.47213595499958
2010,24500,1021370152,1930,C1,5.0,Gain,60.0,155.0,56.67725808,106.1,14,0,Pre-1950,4.673762977453703,10.300485425454472,2.70805020110221,3.7416573867739413
2010,24501,2028790080,1926,C1,5.0,No Change,60.0,115.0,54.91611038,99.8,10,0,Pre-1950,4.613138355637268,9.989994994993742,2.3978952727983707,3.1622776601683795
2010,24502,2032160016,1925,D1,6.0,No Change,43.0,118.0,82.57262953,91.5,14,0,Pre-1950,4.52720864451838,9.565563234854496,2.70805020110221,3.7416573867739413
2010,24502,2032160048,1921,C1,5.0,No Change,63.0,125.0,58.01033146,89.5,14,0,Pre-1950,4.505349850705881,9.460443964212251,2.70805020110221,3.7416573867739413
2010,24502,2032160052,1923,C1,5.0,No Change,78.0,119.0,52.16614415,97.3,15,0,Pre-1950,4.5880240271531205,9.864076236526156,2.772588722239781,3.872983346207417
2010,24502,2032280001,1925,C7,6.0,Loss,63.0,88.0,67.80528085,105.5,10,1,Pre-1950,4.66814498514948,10.27131929208707,2.3978952727983707,3.1622776601683795
2010,24700,1021360106,1920,D1,6.0,No Change,60.0,125.0,76.19,128.2,14,0,Pre-1950,4.861361591348501,11.322543883774529,2.70805020110221,3.7416573867739413
2010,24700,1021360120,1920,D1,6.0,No Change,43.0,137.0,76.25,123.40000000000002,19,0,Pre-1950,4.823502180305079,11.108555261599054,2.995732273553991,4.358898943540674
2010,24700,1021360150,1915,D1,6.0,Gain,48.0,137.0,81.23,136.5,17,0,Pre-1950,4.923623917106626,11.683321445547923,2.8903717578961645,4.123105625617661
2010,24700,1021360160,1900,D1,6.0,Gain,47.0,138.0,79.19,117.30000000000001,21,0,Pre-1950,4.773223770984341,10.830512453249847,3.091042453358316,4.58257569495584
2010,24700,1021360175,1918,D7,6.0,No Change,49.0,143.0,77.92,60.6,22,1,Pre-1950,4.120661870539474,7.784600182411426,3.1354942159291497,4.69041575982343
2010,24700,1021360190,1920,D1,6.0,Gain,42.0,143.0,68.32,127.1,23,0,Pre-1950,4.852811208902689,11.273863579093016,3.1780538303479458,4.795831523312719
2010,24700,1021360205,1922,D1,6.0,No Change,48.0,139.0,73.28,144.0,11,0,Pre-1950,4.976733742420574,12.0,2.4849066497880004,3.3166247903554
2010,24700,2028810075,1941,C1,3.0,Loss,46.0,71.0,42.95499581,88.3,11,0,Pre-1950,4.492001487882454,9.396807968666806,2.4849066497880004,3.3166247903554
2010,24800,2043250001,1954,D1,6.0,No Change,63.0,70.0,64.33,69.1,22,0,1950-1980,4.249922794040544,8.312640976248161,3.1354942159291497,4.69041575982343
2010,25100,2031950012,1954,D1,6.0,No Change,54.0,129.0,67.6,81.0,16,0,1950-1980,4.406719247264253,9.0,2.833213344056216,4.0
2010,25300,1021380134,1920,D7,6.0,No Change,42.0,173.0,71.57862335,101.09999999999998,9,1,Pre-1950,4.625952725170619,10.054849576199535,2.302585092994046,3.0
2010,25300,1021380147,1924,D7,5.0,Loss,64.0,187.0,58.64153556,100.1,16,1,Pre-1950,4.616110126026426,10.00499875062461,2.833213344056216,4.0
2010,25300,1021380155,1920,D1,6.0,Loss,65.0,185.0,64.93737781,41.9,14,0,Pre-1950,3.758871825933971,6.473020933072903,2.70805020110221,3.7416573867739413
2010,25300,1021380175,1920,C1,5.0,No Change,70.0,185.0,59.55595181,108.5,16,0,Pre-1950,4.695924549256556,10.41633332799983,2.833213344056216,4.0
2010,25300,1021420038,1939,C1,5.0,No Change,29.0,177.0,63.43278566,72.5,14,0,Pre-1950,4.297285406218791,8.514693182963201,2.70805020110221,3.7416573867739413
2010,25300,1021420058,1922,D1,6.0,No Change,48.0,182.0,68.68353233,118.90000000000002,16,0,Pre-1950,4.786658062033469,10.904127658827184,2.833213344056216,4.0
2010,25300,1021420089,1915,D4,6.0,No Change,37.0,181.0,71.6074426,164.9,15,0,Pre-1950,5.111385197196399,12.841339493993608,2.772588722239781,3.872983346207417
2010,25300,1021420095,1917,C1,5.0,Gain,31.0,187.0,63.2459941,99.6,14,0,Pre-1950,4.611152257665639,9.979979959899719,2.70805020110221,3.7416573867739413
2010,25300,1021420100,1924,D7,6.0,No Change,54.0,200.0,70.28663285,125.4,22,1,Pre-1950,4.839451481712757,11.198214143335536,3.1354942159291497,4.69041575982343
2010,25300,2032090060,1923,C7,5.0,No Change,52.0,116.0,62.13,84.4,20,1,Pre-1950,4.447346100794524,9.186947262284681,3.044522437723423,4.47213595499958
2010,25500,1021390170,1920,D7,6.0,No Change,53.0,188.0,63.59542084,84.2,17,1,Pre-1950,4.44500143383527,9.17605579756357,2.8903717578961645,4.123105625617661
2010,25500,1021390187,1925,C7,5.0,No Change,67.0,189.0,56.01407862,100.6,28,1,Pre-1950,4.6210435351443815,10.029955134495866,3.367295829986474,5.291502622129181
2010,25500,1021390204,1937,D1,6.0,No Change,37.0,184.0,70.28737191,86.3,12,0,Pre-1950,4.469350462845557,9.289779329994873,2.5649493574615367,3.4641016151377544
2010,25500,1021390214,1925,D4,6.0,Gain,54.0,165.0,67.78346788,67.9,16,0,Pre-1950,4.232656178019613,8.240145629781066,2.833213344056216,4.0
2010,25500,1021390335,1920,D1,6.0,No Change,48.0,191.0,73.04925493,111.6,9,0,Pre-1950,4.72384171570559,10.564090116995406,2.302585092994046,3.0
2010,25500,1021390551,1920,D1,6.0,No Change,49.0,178.0,64.1933988,101.8,18,0,Pre-1950,4.632785353021065,10.08959860450355,2.9444389791664403,4.242640687119285
2010,25500,2032180011,1931,D1,6.0,Gain,53.0,142.0,69.56,87.6,9,0,Pre-1950,4.484131857611035,9.359487165438072,2.302585092994046,3.0
2010,25500,2032230030,1939,D1,6.0,No Change,48.0,156.0,66.35,16.2,7,0,Pre-1950,2.8449093838194073,4.024922359499621,2.0794415416798357,2.6457513110645907
2010,25500,2032230034,1936,D1,6.0,No Change,56.0,161.0,70.07,141.1,11,0,Pre-1950,4.956531035103055,11.878552100319297,2.4849066497880004,3.3166247903554
2010,25500,2032240020,1937,D1,6.0,No Change,67.0,162.0,69.11,87.3,11,0,Pre-1950,4.480740107609915,9.343446901438462,2.4849066497880004,3.3166247903554
2010,25700,2032330070,1940,D1,6.0,No Change,86.0,47.0,80.62,72.2,4,0,Pre-1950,4.293195420967266,8.497058314499201,1.6094379124341003,2.0
2010,25700,2032330082,1931,D1,6.0,No Change,65.0,58.0,73.47,94.7,6,0,Pre-1950,4.5612182984589085,9.731392500562292,1.9459101490553132,2.449489742783178
2010,25700,2032330090,1932,D1,6.0,No Change,65.0,58.0,73.9,71.1,5,0,Pre-1950,4.278054044290903,8.432081593533118,1.791759469228055,2.23606797749979
2010,26100,1021320032,1910,D1,6.0,No Change,37.0,165.0,69.06522801,63.7,10,0,Pre-1950,4.169761201506855,7.981227975693966,2.3978952727983707,3.1622776601683795
2010,26100,1021330001,1910,C7,6.0,Gain,65.0,194.0,66.68371489,115.4,13,1,Pre-1950,4.757032535297338,10.742439201596628,2.6390573296152584,3.605551275463989
2010,26300,2032200001,1924,C1,5.0,No Change,57.0,150.0,63.41,84.2,25,0,Pre-1950,4.44500143383527,9.17605579756357,3.258096538021482,5.0
2010,26500,1021760070,1920,D7,6.0,No Change,45.0,187.0,68.98015958,90.90000000000002,8,1,Pre-1950,4.520701029361642,9.534149149242424,2.1972245773362196,2.8284271247461903
2010,26500,1021770039,1920,D1,6.0,No Change,61.0,188.0,72.35576235,116.09999999999998,9,0,Pre-1950,4.763028270603671,10.774970997640782,2.302585092994046,3.0
2010,26500,1021770087,1910,D4,6.0,No Change,43.0,205.0,67.15,64.4,21,0,Pre-1950,4.180522258463153,8.024961059095553,3.091042453358316,4.58257569495584
2010,26500,1021770105,1920,D7,6.0,No Change,54.0,208.0,70.64,110.6,13,1,Pre-1950,4.71492104994721,10.516653460107925,2.6390573296152584,3.605551275463989
2010,26500,1021770170,1923,D4,6.0,No Change,61.0,166.0,67.62,76.9,16,0,Pre-1950,4.355425952876702,8.769264507357502,2.833213344056216,4.0
2010,26500,1021770175,1923,D4,6.0,No Change,66.0,178.0,68.04,96.8,15,0,Pre-1950,4.582924577040772,9.838699100999074,2.772588722239781,3.872983346207417
2010,26500,1021770242,1916,D4,6.0,No Change,61.0,145.0,72.34,101.4,16,0,Pre-1950,4.628886712605407,10.069756700139283,2.833213344056216,4.0
2010,26500,2032000001,1922,C7,5.0,No Change,59.0,117.0,59.010000000000005,87.0,17,1,Pre-1950,4.477336814478207,9.327379053088816,2.8903717578961645,4.123105625617661
2010,26602,2041760034,1929,D1,6.0,No Change,54.0,47.0,62.9,85.4,8,0,Pre-1950,4.45898767581001,9.241212041718338,2.1972245773362196,2.8284271247461903
2010,26700,1021490108,1942,D1,6.0,No Change,49.0,189.0,66.04,97.7,15,0,Pre-1950,4.592084946439436,9.884331034521255,2.772588722239781,3.872983346207417
2010,26700,1021490112,1936,D1,6.0,No Change,83.0,189.0,69.36,94.8,21,0,Pre-1950,4.562262684976814,9.736529155710468,3.091042453358316,4.58257569495584
2010,26700,1021490120,1942,D1,6.0,No Change,54.0,185.0,65.02,69.5,21,0,Pre-1950,4.255612709818223,8.336666000266533,3.091042453358316,4.58257569495584
2010,26701,2032480084,1927,D1,6.0,No Change,55.0,159.0,68.17,81.1,9,0,Pre-1950,4.407938016458383,9.00555384193554,2.302585092994046,3.0
2010,26701,2032480173,1923,C1,5.0,No Change,53.0,162.0,70.62,143.2,8,0,Pre-1950,4.971201224850849,11.966620241321273,2.1972245773362196,2.8284271247461903
2010,26702,2032490001,1941,D1,6.0,No Change,61.0,157.0,67.58,82.4,15,0,Pre-1950,4.423648309364701,9.077444574328174,2.772588722239781,3.872983346207417
2010,26702,2032490010,1949,D1,6.0,No Change,100.0,161.0,63.89,101.7,25,0,Pre-1950,4.631812116934513,10.084641788382967,3.258096538021482,5.0
2010,26702,2032490038,1925,C1,5.0,No Change,64.0,147.0,63.28,106.8,15,0,Pre-1950,4.680277658474897,10.334408546211051,2.772588722239781,3.872983346207417
2010,26702,2032490065,1962,D1,6.0,No Change,51.0,161.0,68.67,75.1,8,0,1950-1980,4.33204826486764,8.666025617317317,2.1972245773362196,2.8284271247461903
2010,26702,2032500113,1927,D1,6.0,No Change,78.0,159.0,67.12,95.1,11,0,Pre-1950,4.565389315976247,9.751922887307918,2.4849066497880004,3.3166247903554
