,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,, ,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,,,,,,,2024 Chrysler Pacifica Hybrid,,,,,,
2024,FCA US LLC,Chrysler,Pacifica Hybrid,CRX,549,3.6,6,Auto(AV),29,30,30,42.7429,42.7998,42.7685,29.4158,29.6499,29.5207,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",10,,487,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1300,1300,39,45,41,27.3,30.7,28.83,38.854,44.634,41.455,32,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1300,,,,,PHEV; ,2,2,20,"Special Purpose Vehicle, minivan 2WD",1,Plug-in Hybrid Label,9/11/2023,33808,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1,Lithium Ion,,360,47,95.9,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,AC Induction,,89,,,MFI,Multipoint/sequential fuel injection,N,Y,N,5W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,,RCRXT03.65PH,7,,,,,,,,,,,,,,,3250,,0,0,0,119,2,,520,50,46,48,112.7,126.9,119,34.41,29.49,32,0.63,0.58,0.609,0,0,0,16.5
2024,FCA US LLC,Chrysler,Pacifica Hybrid,CRX,549,3.6,6,Auto(AV),29,30,30,42.7429,42.7998,42.7685,29.4158,29.6499,29.5207,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",10,,487,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1300,1300,87,77,82,123.6,109.8,116.9837,86.6743,76.8735,81.9715,32,EL,Electricity,MPG,miles per gallon,1300,,,,,PHEV; ,2,2,20,"Special Purpose Vehicle, minivan 2WD",1,Plug-in Hybrid Label,9/11/2023,33808,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1,Lithium Ion,,360,47,95.9,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,AC Induction,,89,,,MFI,Multipoint/sequential fuel injection,N,Y,N,5W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,10,RCRXT03.65PH,7,,,,,,,,,,,,,,,3250,,300,299,300,119,2,,520,50,46,48,112.7,126.9,119,All Electric Range = 0-32 miles (combined),,,0.63,0.58,0.609,,,,16.5
,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,, ,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,,,,,,,2024 Dodge Hornet PHEV AWD,,,,,,
2024,FCA US LLC,Dodge,Hornet PHEV AWD,CRX,512,1.3,4,Auto(A6),29,29,29,38.1872,45.2455,41.0703,28.8818,28.8699,28.8764,,TC,Turbocharged,A,Automatic,,6,Y,N,A,All Wheel Drive,10,,323,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1350,1350,44,43,44,30.9,30.6,30.765,44.136,43.456,43.83,33,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1350,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,5/26/2023,33209,,N,N,,,N,N,,N,,Y,Mulit-air-electro-hydraulic control,Y,Mulit-air-electro-hydraulic control,Battery(s),,1,Lithium Ion,,304,51,15.5,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,89,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W-20,N,No,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,,RCRXV01.35PH,6,,,,,,,,,,,,,,,3000,,0,0,0,120,4,,360,46,47,47,119.6,120.8,120,32.58,32.55,33,0.613,0.612,0.612,0,0,0,11.2
2024,FCA US LLC,Dodge,Hornet PHEV AWD,CRX,512,1.3,4,Auto(A6),29,29,29,38.1872,45.2455,41.0703,28.8818,28.8699,28.8764,,TC,Turbocharged,A,Automatic,,6,Y,N,A,All Wheel Drive,10,,323,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1350,1350,77,77,77,109.2,110,109.5586,76.6279,77.0212,76.8044,33,EL,Electricity,MPG,miles per gallon,1350,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,5/26/2023,33209,,N,N,,,N,N,,N,,Y,Mulit-air-electro-hydraulic control,Y,Mulit-air-electro-hydraulic control,Battery(s),,1,Lithium Ion,,304,51,15.5,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,89,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W-20,N,No,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,10,RCRXV01.35PH,6,,,,,,,,,,,,,,,3000,,307,308,307,120,4,,360,46,47,47,119.6,120.8,120,All Electric Range = 0-33 miles (combined),,,0.613,0.612,0.612,,,,11.2
,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,,, ,2024 Ferrari SF90 Spider,,,,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,,,,,,,2024 Ferrari SF90 Spider,,,,,,
2024,Ferrari,"Ferrari North America, Inc.",SF90 Spider,FEX,178,3.9,8,Auto(AM8),16,19,17,20,25.7,22.2174,16.1,18.6,17.1365,,TC,Turbocharged,AM,Automated Manual,,8,N,N,A,All Wheel Drive,,,320,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,,,,,3300,3300,79,73,77,59.3,51.8,55.925,79.454,73.085,76.588,8,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,,,,,,SIDI; PHEV; ,2,2,1,Two Seaters,car,Plug-in Hybrid Label,10/13/2023,33966,,Y,N,,,N,N,,N,Not applicable.,Y,Variable camshaft timing for exhaust and inlet.,N,Not applicable.,Battery(s),,1,Lithium Ion,,309,21.2,84.2,On-Board,,,Electrical Regen Brake,,Both,N,,,,,3,Other,PMSM = Perm Magnet Synchronous,"99, 99 and 150",,,GDI,Spark Ignition Direct Injection,N,Y,N,5W40,Y,Yes,Ferrari SF90 Spider,CD-5C,Charge Depleting 5-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,4,5,,RFEXV03.9HYB,3,,,,,,,,,,,,,,,,6750,548,474,515,413,2.5,,320,18,21,19,436.8,383.5,413,8.06,7.94,8,0.227,0.224,0.225,0,0,0,15.0
2024,Ferrari,"Ferrari North America, Inc.",SF90 Spider,FEX,174,3.9,8,Auto(AM8),16,19,17,20,25.7,22.2174,16.1,18.6,17.1365,,TC,Turbocharged,AM,Automated Manual,,8,N,N,A,All Wheel Drive,,,320,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,,,,,3300,3300,42,46,44,56.8,65.1,60.2571,42.1767,45.7435,43.7104,8,EL,Electricity,MPG,miles per gallon,,,,,,SIDI; PHEV; ,2,2,1,Two Seaters,car,Plug-in Hybrid Label,10/13/2023,33966,,Y,N,,,N,N,,N,Not applicable.,Y,Variable camshaft timing for exhaust and inlet.,N,Not applicable.,Battery(s),,1,Lithium Ion,,309,21.2,84.2,On-Board,,,Electrical Regen Brake,,Both,N,,,,,3,Other,PMSM = Perm Magnet Synchronous,"99, 99, and 150",,,GDI,Spark Ignition Direct Injection,N,Y,N,5W40,Y,Yes,Ferrari SF90 Spider,CD-5C,Charge Depleting 5-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,4,5,,RFEXV03.9HYB,3,,,,,,,,,,,,,,,,6750,548,474,515,413,2.5,,320,18,21,19,436.8,383.5,413,All Electric Range = 0-8 miles (combined),,,0.227,0.224,0.225,,,,15.0
,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,, ,2024 Ferrari SF90 Stradale,,,,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,,,,,,,2024 Ferrari SF90 Stradale,,,,,,
2024,Ferrari,"Ferrari North America, Inc.",SF90 Stradale,FEX,173,3.9,8,Auto(AM8),16,20,18,20,27.3,22.7358,16.1,19.8,17.5782,,TC,Turbocharged,AM,Automated Manual,,8,N,N,A,All Wheel Drive,,,330,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,,,,,3150,3150,66,67,66,48.7,46.6,47.755,66.125,66.874,66.462,9,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1400,,,,,SIDI; PHEV; ,2,2,1,Two Seaters,car,Plug-in Hybrid Label,10/13/2023,33964,,Y,N,,,N,N,,N,Not applicable.,Y,Variable camshaft timing for exhaust and inlet.,N,Not applicable.,Battery(s),,1,Lithium Ion,,309,21.2,84.2,On-Board,,,Electrical Regen Brake,,Both,N,,,,,3,Other,PMSM = Perm Magnet Synchronous,"99, 99 and 150",,,GDI,Spark Ignition Direct Injection,N,Y,N,5W40,Y,Yes,SF90 Stradale,CD-5C,Charge Depleting 5-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,4,5,,RFEXV03.9HYB,3,,,,,,,,,,,,,,,,6000,548,477,516,403,2.5,,330,19,22,20,427.6,373.5,403,8.62,8.37,9,0.24,0.234,0.237,0,0,0,15.0
2024,Ferrari,"Ferrari North America, Inc.",SF90 Stradale,FEX,173,3.9,8,Auto(AM8),16,20,18,20,27.3,22.7358,16.1,19.8,17.5782,,TC,Turbocharged,AM,Automated Manual,,8,N,N,A,All Wheel Drive,,,330,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,,,,,3150,3150,51,51,51,69.2,72.3,70.5615,50.5302,50.857,50.6767,9,EL,Electricity,MPG,miles per gallon,1400,,,,,SIDI; PHEV; ,2,2,1,Two Seaters,car,Plug-in Hybrid Label,10/13/2023,33964,,Y,N,,,N,N,,N,Not applicable.,Y,Variable camshaft timing for exhaust and inlet.,N,Not applicable.,Battery(s),,1,Lithium Ion,,309,21.2,84.2,On-Board,,,Electrical Regen Brake,,Both,N,,,,,3,Other,PMSM = Perm Magnet Synchronous,"99, 99, and 150",,,GDI,Spark Ignition Direct Injection,N,Y,N,5W40,Y,Yes,SF90 Stradale,CD-5C,Charge Depleting 5-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,4,5,,RFEXV03.9HYB,3,,,,,,,,,,,,,,,,6000,548,477,516,403,2.5,,330,19,22,20,427.6,373.5,403,All Electric Range = 0-8 miles (combined),,,0.24,0.234,0.237,,,,15.0
,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,, ,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,,,,,,,2024 Hyundai Tucson Plug-In Hybrid,,,,,,
2024,Hyundai,HYUNDAI MOTOR COMPANY,Tucson Plug-in Hybrid,HYX,64,1.6,4,Auto(AM-S6),35,35,35,47.9,45.9,46.9788,34.7293,35.3739,35.0164,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),,6,N,N,A,All Wheel Drive,15,,389,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1150,1150,39,46,42,27.2,31.9,29.315,38.6045,45.559,41.734,33,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1150,,,,,,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,6/1/2023,33151,,N,N,,,N,N,,N,,Y,Fixed3,N,,Battery(s),,1,Lithium Ion,,360,38.3,98,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,Other,PMSM,67,,,,,N,Y,N,"0W20, API SN PLUS/SP",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,,RHYXT01.6L2T,7,,,,,,,,,,,,,,,4000,,0,0,0,100,1.7,,420,56,50,53,94.4,107.3,100,35.03,29.72,33,0.636,0.583,0.616,0,0,0,11.1
2024,(Blended PHEV; tested in the Eco (default) mode---not the sport mode),,,,,,,,35,35,35,47.9,45.9,46.9788,34.7293,35.3739,35.0164,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),,6,N,N,A,All Wheel Drive,15,,389,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1150,1150,87,74,80,124,105.6,114.9842,86.8074,73.8934,80.4782,33,EL,Electricity,MPG,miles per gallon,1150,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,6/1/2023,33151,,N,N,,,N,N,,N,,Y,Fixed3,N,,Battery(s),,1,Lithium Ion,,360,38.3,98,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,Other,PMSM,67,,,GDI,Spark Ignition Direct Injection,N,Y,N,"0W20, API SN PLUS/SP",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,,RHYXT01.6L2T,7,,,,,,,,,,,,,,,4000,,257,252,254,100,1.7,,420,56,50,53,94.4,107.3,100,All Electric Range = 0-33 miles (combined),,,0.636,0.583,0.616,,,,11.1
,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,, ,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,,,,,,,2024 Jeep Grand Cherokee 4xe,,,,,,
2024,FCA US LLC,Jeep,Grand Cherokee 4xe,CRX,530,2.0,4,Auto(A8),23,24,23,30.3,37.4,33.1302,22.8474,24.299,23.4786,,TC,Turbocharged,A,Automatic,,8,Y,N,4,4-Wheel Drive,10,,447,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,58,58,58,41.6,42.1,41.825,57.565,58.344,57.9155,26,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1750,,,,,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,8/7/2023,33470,,N,N,,,N,N,,N,,Y,electro-hydraulic control,N,,Battery(s),,2,Lithium Ion,,345,49.5,113.7,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,100,,,GDI,Spark Ignition Direct Injection,N,Y,N,0w-20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,7,8,,RCRXT02.05PH,7,,,,,,,,,,,,,,,1000,,0,0,0,177,3.4,,470,33,35,34,180.9,171.6,177,25.87,25.58,26,0.538,0.534,0.536,0,0,0,19.0
2024,FCA US LLC,Jeep,Grand Cherokee 4xe,CRX,530,2,4,Auto(A8),23,24,23,30.3,37.4,33.1302,22.8474,24.299,23.4786,,TC,Turbocharged,A,Automatic,,8,Y,N,4,4-Wheel Drive,10,,447,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1750,1750,57,56,56,81.1,80.1,80.6469,56.7442,56.0356,56.4231,26,EL,Electricity,MPG,miles per gallon,1750,,,,,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,8/7/2023,33470,,N,N,,,N,N,,N,,Y,electro-hydraulic control,N,,Battery(s),,2,Lithium Ion,,345,49.5,113.7,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,100,,,GDI,Spark Ignition Direct Injection,N,Y,N,0w-20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,7,8,,RCRXT02.05PH,7,,,,,,,,,,,,,,,1000,,387,364,377,177,3.4,,470,33,35,34,180.9,171.6,177,All Electric Range = 0-25 miles (combined),,,0.538,0.534,0.536,,,,19.0
,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,, ,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,,,,,,,2024 Jeep Wrangler 4dr 4xe,,,,,,
2024,FCA US LLC,Jeep,Wrangler 4dr 4xe,CRX,508,2.0,4,Auto(A8),20,20,20,27.6,29.8,28.5484,20.3076,19.8362,20.0927,,TC,Turbocharged,A,Automatic,,8,Y,N,4,4-Wheel Drive,10,,346,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2100,2100,65,71,68,45.9,51.9,48.6,65.23,71.023,67.8368,22,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,2100,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,5/29/2023,33027,,N,N,,,N,N,,N,,Y,electro-hydraulic control,N,,Battery(s),,2,Lithium Ion,,345,49.5,113.7,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,100,,,GDI,Spark Ignition Direct Injection,N,Y,N,0w-20,Y,Yes,PHEV,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,6,7,,RCRXT02.05PH,7,,,,,,,,,,,,,,,,750,0,0,0,230,2.4,,370,29,27,28,221,241.4,230,22.85,21.00,22,0.498,0.472,0.487,0.0,0.0,0.0,17.2
2024,FCA US LLC,Jeep,Wrangler 4dr 4xe,CRX,508,2,4,Auto(A8),20,20,20,27.6,29.8,28.5484,20.3076,19.8362,20.0927,,TC,Turbocharged,A,Automatic,,8,Y,N,4,4-Wheel Drive,10,,346,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,2100,2100,52,45,49,73.4,65,69.3661,51.8439,45.4873,48.7766,22,EL,Electricity,MPG,miles per gallon,2100,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,5/29/2023,33027,,N,N,,,N,N,,N,,Y,electro-hydraulic control,N,,Battery(s),,2,Lithium Ion,,345,49.5,113.7,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,100,,,GDI,Spark Ignition Direct Injection,N,Y,N,0w-20,Y,Yes,PHEV,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,6,7,,RCRXT02.05PH,7,,,,,,,,,,,,,,,,750,436,448,441,230,2.4,,370,29,27,28,221,241.4,230,All Electric Range = 0-21 miles (combined),,,0.498,0.472,0.487,,,,17.2
,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,, ,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,,,,,,,2024 Kia Sorento Plug-in Hybrid,,,,,,
2024,Kia,KIA,Sorento Plug-in Hybrid,KMX,25,1.6,4,Auto(AM-S6),35,33,34,47.4,45.1,46.3366,35.0284,32.9232,34.0487,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),,6,N,N,A,All Wheel Drive,15,,423,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1200,1200,40,45,43,28.4,31.6,29.84,40.31,45.187,42.5046,32,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,50,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,8/1/2023,33725,,N,N,,,N,N,,N,,Y,Fixed3,N,,Battery(s),,1,Lithium Ion,,360,38.3,98.6,On-Board,,,Hydraulic Regen Brake,,Front Wheels,N,,,,,1,Other,PMSM,67,,,GDI,Spark Ignition Direct Injection,N,Y,N,"0W20, API SN PLUS/SP",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,,RKMXV01.6J2T,7,,,,,,,,,,,,,,,3750,,256,272,263,105,3.4,,460,54,48,52,97.4,114.8,105,33.77,29.92,32,0.624,0.585,0.607,0,0,0,12.4
2024,Kia,KIA,Sorento Plug-in Hybrid,KMX,25,1.6,4,Auto(AM-S6),35,33,34,47.4,45.1,46.3366,35.0284,32.9232,34.0487,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),,6,N,N,A,All Wheel Drive,15,,423,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1200,1200,83,75,79,118.9,106.6,113.0311,83.2894,74.6107,79.1466,32,EL,Electricity,MPG,miles per gallon,50,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,8/1/2023,33725,,N,N,,,N,N,,N,,Y,Fixed3,N,,Battery(s),,1,Lithium Ion,,360,38.3,98.6,On-Board,,,Hydraulic Regen Brake,,Front Wheels,N,,,,,1,Other,PMSM,67,,,GDI,Spark Ignition Direct Injection,N,Y,N,"0W20, API SN PLUS/SP",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,9,10,RKMXV01.6J2T,7,,,,,,,,,,,,,,,3750,,256,272,263,105,3.4,,460,54,48,52,97.4,114.8,105,All Electric Range = 0-32 miles (combined),,,0.624,0.585,0.607,,,,12.4
,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,, ,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,,,,,,,2024 Kia Sportage Plug-in Hybrid,,,,,,
2024,Kia,KIA,Sportage Plug-in Hybrid,KMX,22,1.6,4,Auto(AM-S6),36,35,35,48.5,46.2,47.4373,35.6335,35.0479,35.3676,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),,6,N,N,A,All Wheel Drive,15,,393,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1150,1150,38,43,40,26.8,30,28.24,38.05,42.682,40.1344,34,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,850,,,,,SIDI; PHEV; ,2,2,31,Small SUV 4WD,,Plug-in Hybrid Label,10/15/2023,34013,,N,N,,,N,N,,N,,Y,Fixed3,N,,Battery(s),,1,Lithium Ion,,360,38.8,98.6,On-Board,,,Hydraulic Regen Brake,,Front Wheels,N,,,,,1,Other,IPMSM,67,,,GDI,Spark Ignition Direct Injection,N,Y,N,"0W20, API SN PLUS/SP",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,8,10,,RKMXT01.6P2T,7,,,,,,,,,,,,,,,4000,,249,253,251,96,2,,430,57,52,55,90.7,103.5,96,35.453,31.133,34,0.64,0.598,0.622,0,0,0,11.1
